B_DENV_infected,A_DENV_infected,B_ZIKV_infected,A_ZIKV_infected,B_uninfected,A_uninfected
ENSG00000162804,-0.5974937501201927,0.4025062498798073,0.4025062498798073,0.9874687506009636,-0.5974937501201927,-0.5974937501201927
ENSG00000163618,2.0732859121657503,0.33632031799954376,0.33632031799954376,-0.24864218272161254,-1.2486421827216125,-1.2486421827216125
ENSG00000163807,0.7159093139210284,-0.8690531868001277,-0.28409068607897137,-0.28409068607897137,1.59037843183717,-0.8690531868001277
ENSG00000163946,0.45626109865012365,0.45626109865012365,-0.02916572852011834,-0.7661313226863242,0.23386867731367555,-0.3510938234074805
ENSG00000164463,0.08874918013783661,0.08874918013783661,1.3111416014742845,0.5037866794166803,-0.4962133205833197,-1.4962133205833197
ENSG00000167552,0.8240432063814049,-0.15479218362055303,-0.7538298695534316,-0.8640127873038548,0.8591470073373211,0.08944462675911513
ENSG00000168003,1.683045029409704,0.539454175780854,1.6050425174084308,-0.30184807820008697,-0.6388830654776587,-2.886810578921244
ENSG00000168298,2.177978010137031,-0.36556456320414377,-1.1392887073804676,-2.508522517046187,1.928882795261111,-0.09348501776734341
ENSG00000168386,1.0195762635913628,1.2419686849278109,0.4346137628702067,-0.5653862371297933,-0.5653862371297933,-1.5653862371297933
ENSG00000169710,1.195479272471836,-0.4674857402505932,0.26947985391561335,0.6479914771693429,0.4069833776655485,-2.0524482409717493
ENSG00000170961,1.3394624350480036,-0.4678924870096006,-0.4678924870096006,-1.4678924870096006,1.5321075129903994,-0.4678924870096006
ENSG00000171951,1.9694387279822672,-0.21276460323848223,1.131189797978879,0.5462272972577229,-1.1058493993219702,-2.328241820658418
ENSG00000172201,1.0657893115869714,-0.5862873849927217,-0.5862873849927217,-1.0717142121629637,1.2502138827243985,-0.07171421216296325
ENSG00000172216,0.9670475920632009,1.452474419233443,0.6451194971758387,-0.3548805028241613,-1.3548805028241613,-1.3548805028241613
ENSG00000172432,1.8091254953788907,1.0721599012126846,0.48719740049152804,-0.9278400987873157,-0.9278400987873157,-1.512802599508472
ENSG00000172893,0.05371339305983147,0.05371339305983147,0.7541531112009237,1.4460308158385922,-0.9462866069401685,-1.3613241062190122
ENSG00000173114,-0.04986800306454642,-0.4649055023433901,-0.04986800306454642,-0.4649055023433901,0.7574869189930578,0.27206009182281576
ENSG00000173846,0.1004807347864034,0.5155182340652471,1.515518234065247,0.8374463289526093,-1.484481765934753,-1.484481765934753
ENSG00000174695,0.8622072048206881,-0.030877591262799875,-0.253270012599248,-0.030877591262799875,-0.030877591262799875,-0.5163044184330419
ENSG00000175197,1.6624006940195533,1.0953601012956597,1.1984535942597634,0.04091231727328282,-1.3375993059804472,-2.6595274008678094
ENSG00000175866,0.5617738966533983,1.021205515290696,0.7316988980957109,0.5617738966533983,-1.4382261033466017,-1.4382261033466017
ENSG00000176697,0.138345833092948,0.138345833092948,0.7233083338141043,0.7233083338141043,-0.861654166907052,-0.861654166907052
ENSG00000177606,1.5993759378339067,0.6868387790842467,0.6868387790842467,-0.07869596727873063,-1.078695967278731,-1.815661561444937
ENSG00000177853,0.7358395832131406,-0.2641604167868594,-0.2641604167868594,-0.2641604167868594,0.3208020839342969,-0.2641604167868594
ENSG00000179094,0.1004807347864034,0.5155182340652471,0.5155182340652471,0.8374463289526093,-0.4844817659347529,-1.484481765934753
ENSG00000180573,0.7588572811905445,-0.15868055861748287,-0.7436430593386394,-1.3286055600597955,0.9933225348275672,0.47874936199780826
ENSG00000181222,0.181830895031164,-0.4031316056899925,1.4713375122261487,0.8192608156464551,-0.6661660115237864,-1.4031316056899923
ENSG00000181450,0.820802083934297,0.2358395832131407,0.2358395832131407,-0.7641604167868593,0.2358395832131407,-0.7641604167868593
ENSG00000181789,0.5554376421224627,0.5554376421224627,1.2473153467601312,0.02492292542368313,-0.8230739811312673,-1.5600395752974732
ENSG00000182199,0.8248637195541599,0.5618293137203656,1.4415350800026543,0.16590063738922645,-0.9121018746120462,-2.0820268760543588
ENSG00000183598,1.1101961833395757,-0.47476631738158037,-0.796694412268943,-2.474766317381581,1.8180154318462662,0.8180154318462654
ENSG00000183889,0.8759024827938935,1.527979179373587,0.3904756556236515,0.06854756073628931,-0.9314524392637107,-1.9314524392637107
ENSG00000184260,1.4727689447670755,-0.44609429250752,-1.2761692910652078,-1.8611317917863635,1.723830708934793,0.3867957216572222
ENSG00000184270,1.070191243412855,-1.5620769720866585,-0.8840050669740207,-1.2990425662528646,1.7009574337471363,0.973975928153552
ENSG00000184357,2.010917614046143,-1.2939369674822778,-1.1334722952890326,-3.381399808732618,2.753026511488309,1.04486494596948
ENSG00000184575,0.5138064953976205,0.5138064953976205,1.6393373774814797,0.2242998782026353,-0.9456251232396773,-1.9456251232396773
ENSG00000184678,0.9965433812713598,-0.5884191194497965,-0.5884191194497965,-1.1733816201709528,1.5270580979701394,-0.17338162017095282
ENSG00000185022,0.5037866794166808,1.0887491801378368,1.311141601474285,0.08874918013783706,-1.4962133205833192,-1.4962133205833192
ENSG00000185122,0.6342051479755182,0.4642801465332056,0.9237117651705034,0.4642801465332056,-0.9507573527456381,-1.5357198534667944
ENSG00000185130,1.816676983867087,-1.392776381761863,-1.392776381761863,-2.392776381761863,2.362111120401606,0.9995410410168977
ENSG00000186687,-0.028320833573718618,0.5566416671474377,-1.0283208335737186,-1.0283208335737186,0.9716791664262814,0.5566416671474377
ENSG00000187678,0.7513578172783877,0.07328591216574987,0.7513578172783877,0.9212828187207003,-1.2486421827216123,-1.2486421827216123
ENSG00000187837,1.9205752109282601,-0.5247352994643837,-1.1226368558930382,-2.2446273802716483,1.8277811152564007,0.14364320944440934
ENSG00000196365,0.7762220321234659,0.9282251255685159,1.3067367488222454,0.19125953140230934,-0.8087404685976904,-2.3937029693188467
ENSG00000196458,1.2358395832131408,0.2358395832131407,-0.7641604167868593,-0.7641604167868593,0.820802083934297,-0.7641604167868593
ENSG00000196747,1.4974948380500663,-1.1708836708587276,-0.5859211701375706,-2.170883670858727,1.9165791703916124,0.5136145034133435
ENSG00000196787,1.3204804421875749,-0.7949967752323617,-1.3799592759535177,-1.7949967752323615,1.7075035652968222,0.9419688189338449
ENSG00000196937,1.135575232443013,-0.22699484694169492,1.5506127317218579,0.28757832588806354,-0.7124216741119369,-2.034349768999299
ENSG00000197061,1.0589592556522884,-1.0051710817674273,-0.29467769896241247,-1.657247778347121,1.8391780477723785,0.058959255652288434
ENSG00000197102,0.7611276369071911,0.19284387733266595,1.289059192591969,0.2417534778136119,-0.14157516173789375,-2.3432090229075446
ENSG00000197153,1.6461041921251418,-0.6758239027622204,-1.0908614020410643,-2.675823902762221,1.8477380532947931,0.9486669621455732
ENSG00000197976,0.6541354172676302,0.06917291654647395,1.0691729165464738,0.06917291654647395,-0.930827083453526,-0.930827083453526
ENSG00000198576,0.5691729165464741,-0.43082708345352594,1.1541354172676301,0.5691729165464741,-0.43082708345352594,-1.430827083453526
ENSG00000199347,0.5176086106829647,-0.21386118100662976,-0.03919755319314078,-1.161896614505876,0.4978856820624298,0.3994610559602574
ENSG00000199827,1.493879540119834,-0.6215976773001017,-1.1070245044703437,-1.8439900986365498,1.1153679168661048,0.9633648234210543
ENSG00000200494,-0.1866358699139603,-0.8049569675815471,-0.09095252185865199,-0.297996978861665,0.8236324655398679,0.5569098726759574
ENSG00000203668,0.5566416671474377,-0.028320833573718618,-0.028320833573718618,-1.0283208335737186,0.5566416671474377,-0.028320833573718618
ENSG00000203811,0.9761222227335975,-0.9307683728749212,-0.9307683728749212,-1.345805872153765,1.4615490499038395,0.769671345266171
ENSG00000203814,1.6853270177803732,-1.5370654035560742,-1.5370654035560742,-1.1220279042772305,2.0478970971650816,0.462934596443926
ENSG00000203852,0.9761222227335975,-0.9307683728749212,-0.9307683728749212,-1.345805872153765,1.4615490499038395,0.769671345266171
ENSG00000204388,2.6769087640006126,0.5476257470556463,1.1325882477768028,-0.45237425294435374,-1.4523742529443537,-2.4523742529443537
ENSG00000206652,-0.34427307268906127,-2.254645719493867,0.9214184190458532,-0.05662746945261787,0.4573422195837207,1.2767856230059653
ENSG00000207513,-0.39765269750535737,-2.3080253443101633,0.8680387942295571,-0.11000709426891397,0.4039625947674246,1.543683747087453
ENSG00000224578,-1.7857075862776872,-0.7857075862776872,1.021647335779917,0.536220508609675,1.2142924137223128,-0.20074508555653092
ENSG00000230043,0.7514572167373217,-0.07431764438674104,-0.8683757438308879,-0.9927038788330886,0.9256823556132598,0.2582576947001307
ENSG00000235655,-1.3498639016798806,-2.3498639016798806,-0.02793580679251839,0.820061099762432,1.3505758164612116,1.5570266939286381
ENSG00000236876,1.7947061545660903,-0.6426991577412071,-1.227661658462364,-1.6426991577412076,1.1646557643163957,0.5536980550622959
ENSG00000244462,0.5887491801378368,0.0037866794166807605,0.0037866794166807605,-0.9962133205833192,0.8111416014742849,-0.41125081986216294
ENSG00000244879,0.7399525788324166,0.0029869846662107236,-0.5819755160549456,-0.5819755160549456,0.0029869846662107236,0.4180244839450544
ENSG00000245532,-0.13834583309294768,0.8616541669070521,-0.13834583309294768,0.8616541669070521,-0.723308333814104,-0.723308333814104
ENSG00000255302,0.9662394589205787,0.2072475584243736,-0.9082296589955625,-0.9082296589955625,0.9662394589205787,-0.323267158274406
ENSG00000260664,0.9066192454990831,0.16965365133287724,-0.41530884938827906,-1.415308849388279,1.169653651332877,-0.41530884938827906
ENSG00000265972,-0.20751874963942174,-0.20751874963942174,-0.792481250360578,-0.20751874963942174,1.207518749639422,0.20751874963942196
ENSG00000270882,1.392028957424988,-0.8209647659092099,-1.3735057889379885,-2.1104713831041946,1.8895286168958059,1.023384363630596
ENSG00000272196,1.5163360214563468,-0.529957630817588,-0.6959675822565172,-2.5940879682373033,1.4383335094550738,0.8653436503999945
ENSG00000272325,0.9054932345460178,-0.09450676545398196,-0.6794692661751383,-0.6794692661751383,0.6424588287122239,-0.09450676545398196
ENSG00000273542,1.3216609742155168,-0.33594682833740475,-0.6277129527145151,-2.1637658529547243,1.1725175349097086,0.6332471248814207
ENSG00000273768,-0.6570301433018155,-2.20249276204434,0.9735713764953804,-0.00447451200309068,0.5094951770332479,1.3809308638206268
ENSG00000273802,1.3786835314517893,-0.7681578568774823,-1.2535846840477243,-1.9905502782139302,1.8168046438436742,0.8168046438436742
ENSG00000273983,1.0479520632582413,-0.8589385323502774,-1.273976031629121,-1.273976031629121,1.3109864690920348,1.0479520632582413
ENSG00000274267,1.2228613672780861,-0.7536796598979247,-1.0640197805100762,-2.0074362521437084,1.5959047778923026,1.006369547381322
ENSG00000274290,1.144450923586826,-1.3149806950504712,-1.3149806950504712,-0.993052600163109,2.208581261006542,0.2699818056706853
ENSG00000274641,1.9957785888874175,-2.862202406240155,-0.4471649069613113,-2.125236812073949,2.4597256886472074,0.9790998477407866
ENSG00000274750,1.6086158915007127,-0.6644026029057026,-0.9274370087394965,-2.249365103626859,1.8380977376234808,0.3944910861478652
ENSG00000274997,1.5131661510152217,-1.6832310617882822,-0.9462654676220756,-2.683231061788282,2.5131661510152217,1.2863952891681993
ENSG00000275126,1.0453828878604603,-0.6915827063057463,-0.9546171121395401,-2.2765452070269023,2.2470167490301107,0.6303453885816164
ENSG00000275221,0.6259889226341975,0.08542054127149523,-0.20408607592348993,-2.3740110773658025,1.4333438446918012,0.4333438446918012
ENSG00000275342,-0.37146978174931333,0.21349271897184297,0.9504583131380488,0.9504583131380488,-0.37146978174931333,-1.3714697817493133
ENSG00000275379,0.8942450421272721,0.027511572990736255,-0.7380231733722411,-1.7380231733722415,1.3663134864424942,0.18797624518398148
ENSG00000275713,1.4399392024557751,-1.4669513931527436,-0.4669513931527436,-1.4669513931527436,1.6205114480975964,0.3404035289048606
ENSG00000275714,1.1748717632904837,-0.28455985534681405,-2.284559855346814,-2.284559855346814,1.9633676580967712,1.715440144653186
ENSG00000275832,1.0350944976566099,1.257486918993058,0.772060091822816,0.0350944976566101,-1.5498680030645462,-1.5498680030645462
ENSG00000276180,1.3020103307508046,-1.200490009778379,-1.200490009778379,-1.7854525104995354,1.9694349916639338,0.9149872076415568
ENSG00000276368,1.1455558209956789,-0.8019767591101861,-1.0243691804466342,-2.6093316811677902,1.9452571705098474,1.3448646292190856
ENSG00000276410,2.4195984002860347,-1.4383825948415372,-1.853420094120381,-2.438382594841537,2.2895378597216625,1.0210490237957601
ENSG00000276903,0.9966000256085801,-1.2050338355610704,-0.20503383556107035,-1.526961930448433,1.3799286651600857,0.560500910801907
ENSG00000276966,1.274312180454082,-0.7256878195459184,-0.7256878195459184,-1.9887222253797128,1.5222396938976672,0.6435459901198008
ENSG00000277075,1.4334137591990501,-0.9424531427991152,-0.8753389469405786,-2.334770565577876,1.8251007712005132,0.8940481249180046
ENSG00000277157,1.5290474026922025,-0.7319126749037324,-0.9460374802565807,-2.589893670031305,1.758834484199773,0.9799619382996427
ENSG00000277224,1.304962208122327,-1.395477510018765,-0.3954775100187651,-1.395477510018765,1.691985331231575,0.189484990702391
ENSG00000277775,1.29031609861386,-1.0831422969135849,-0.8421341974097896,-1.7352189934932785,1.3277908040325226,1.0423885851702739
ENSG00000278272,1.1923993522470342,-1.0639404010127511,-1.6489029017339076,-1.4265104803974595,1.7885024105733907,1.158452020323697
ENSG00000278463,1.5067703720454122,-0.6631546293969,-1.6631546293969004,-2.400120223563106,2.204741834595755,1.0149172757157374
ENSG00000278588,1.85508344718487,-1.392844066258716,-0.9334124476214183,-2.80788156553756,2.5019736970492277,0.7770809351835961
ENSG00000278637,1.4779314569908588,-1.1850335557315703,-2.18503355573157,-1.7699960564527264,2.1842002539341494,1.4779314569908588
ENSG00000278677,0.3671164571010541,-1.0479210421777903,-1.4104911215624987,-1.2178460436201028,1.8265480757383505,1.4825936745209898
ENSG00000278705,1.268978980594885,-0.6821114189241682,-0.5015391732823469,-2.2670739196453247,1.6008225443473307,0.5809229869096253
ENSG00000278828,0.7068878180371985,-0.7956125224919854,-0.3805750232131415,-1.3805750232131415,1.1429869328438715,0.7068878180371985
ENSG00000282988,1.8499601853773173,-0.5650773139015257,-0.8870054087888879,-2.8870054087888883,1.8318128386670587,0.6573151074349219
ENSG00000283958,-0.4478987115564985,-0.9624718843862565,0.048334870570325705,0.053708042669178724,1.0829080191177525,0.22541966358550347
ENSG00000284879,0.2358395832131407,0.820802083934297,0.2358395832131407,0.2358395832131407,-0.7641604167868593,-0.7641604167868593
